"Year","CountryAbb","CountryName","idealpoint","PctAgreeUS","PctAgreeRUSSIA","distanceToRussia"
1973,"TUR","Turkey",0.5543782,0.3846154,0.6153846,1790
1974,"TUR","Turkey",0.3996312,0.3714286,0.6428571,1790
1975,"TUR","Turkey",0.3124031,0.3235294,0.6029412,1790
1976,"TUR","Turkey",0.2712468,0.2941176,0.6781609,1790
1977,"TUR","Turkey",0.2621537,0.3820225,0.5777778,1790
1978,"TUR","Turkey",0.3308568,0.4333333,0.5163934,1790
1979,"TUR","Turkey",0.4028978,0.3220339,0.5546218,1790
1980,"TUR","Turkey",0.4754417,0.3627451,0.5686275,1790
1981,"TUR","Turkey",0.4999031,0.3282443,0.6060606,1790
1982,"TUR","Turkey",0.641368,0.2802548,0.5477707,1790
1983,"TUR","Turkey",0.6947782,0.3040541,0.5405405,1790
1984,"TUR","Turkey",0.7023806,0.2866667,0.5533333,1790
1985,"TUR","Turkey",0.6804194,0.3178808,0.56,1790
1986,"TUR","Turkey",0.6849637,0.2550336,0.6013514,1790
1987,"TUR","Turkey",0.7776776,0.2517986,0.6618705,1790
1988,"TUR","Turkey",0.6407625,0.2121212,0.6793893,1790
1989,"TUR","Turkey",0.6540309,0.2105263,0.6842105,1790
1990,"TUR","Turkey",0.6062934,0.2380952,0.7142857,1790
1991,"TUR","Turkey",0.5477283,0.25,0.5774648,1790
1992,"TUR","Turkey",0.5494017,0.2739726,0.6027397,1790
1993,"TUR","Turkey",0.6071242,0.2741935,0.5967742,1790
1994,"TUR","Turkey",0.6680816,0.3880597,0.5522388,1790
1995,"TUR","Turkey",0.662164,0.375,0.6375,1790
1996,"TUR","Turkey",0.6649111,0.4246575,0.625,1790
1997,"TUR","Turkey",0.6019489,0.3636364,0.7424242,1790
1998,"TUR","Turkey",0.5877785,0.3728814,0.6896552,1790
1999,"TUR","Turkey",0.6151223,0.4,0.6923077,1790
2000,"TUR","Turkey",0.6424627,0.359375,0.6666667,1790
2001,"TUR","Turkey",0.617389,0.3114754,0.7,1790
2002,"TUR","Turkey",0.6863558,0.2957746,0.6811594,1790
2003,"TUR","Turkey",0.5892621,0.2702703,0.6621622,1790
2004,"TUR","Turkey",0.607916,0.3043478,0.6617647,1790
2005,"TUR","Turkey",0.6472558,0.2714286,0.6428571,1790
2006,"TUR","Turkey",0.5462673,0.2142857,0.6428571,1790
2007,"TUR","Turkey",0.5155556,0.2533333,0.6621622,1790
2008,"TUR","Turkey",0.447391,0.2463768,0.6376812,1790
2009,"TUR","Turkey",0.4468999,0.34375,0.5625,1790
2010,"TUR","Turkey",0.4166246,0.3125,0.7230769,1790
2011,"TUR","Turkey",0.477413,0.4354839,0.5967742,1790
2012,"TUR","Turkey",0.4046309,0.3134328,0.6268657,1790
1946,"IRQ","Iraq",0.7031895,0.4634146,0.3902439,2540
1947,"IRQ","Iraq",0.5331638,0.3684211,0.2631579,2540
1948,"IRQ","Iraq",0.2479541,0.3655914,0.2282609,2540
1949,"IRQ","Iraq",0.2602878,0.3888889,0.537037,2540
1950,"IRQ","Iraq",0.3113197,0.7058824,0.32,2540
1951,"IRQ","Iraq",0.2889102,0.3913043,0.5217391,2540
1952,"IRQ","Iraq",0.2078898,0.4693878,0.4693878,2540
1953,"IRQ","Iraq",0.03333522,0.32,0.76,2540
1954,"IRQ","Iraq",0.1282757,0.5666667,0.5666667,2540
1955,"IRQ","Iraq",0.2200631,0.5185185,0.5185185,2540
1956,"IRQ","Iraq",0.3382504,0.75,0.3833333,2540
1957,"IRQ","Iraq",0.06854241,0.5,0.5882353,2540
1958,"IRQ","Iraq",-0.4357405,0.3636364,0.6969697,2540
1959,"IRQ","Iraq",-0.8149701,0.1666667,0.8333333,2540
1960,"IRQ","Iraq",-1.022416,0.2330097,0.7087379,2540
1961,"IRQ","Iraq",-1.172009,0.1780822,0.7027027,2540
1962,"IRQ","Iraq",-1.028719,0.173913,0.6956522,2540
1963,"IRQ","Iraq",-0.9301963,0.1333333,0.5333333,2540
1965,"IRQ","Iraq",-0.8384198,0.3,0.8,2540
1966,"IRQ","Iraq",-1.040239,0.1777778,0.7333333,2540
1967,"IRQ","Iraq",-1.340467,0.1403509,0.877193,2540
1968,"IRQ","Iraq",-1.306794,0.1836735,0.6530612,2540
1969,"IRQ","Iraq",-1.424894,0.2790698,0.7727273,2540
1970,"IRQ","Iraq",-1.363667,0.1904762,0.7460317,2540
1971,"IRQ","Iraq",-1.270365,0.2531646,0.925,2540
1972,"IRQ","Iraq",-1.159564,0.34375,0.6907216,2540
1973,"IRQ","Iraq",-0.9728634,0.2771084,0.7108434,2540
1974,"IRQ","Iraq",-0.9968397,0.1449275,0.6956522,2540
1975,"IRQ","Iraq",-0.7334045,0.2769231,0.6769231,2540
1976,"IRQ","Iraq",-0.6201674,0.1898734,0.7407407,2540
1977,"IRQ","Iraq",-0.4744399,0.3604651,0.6551724,2540
1978,"IRQ","Iraq",-0.9886271,0.2685185,0.6666667,2540
1979,"IRQ","Iraq",-1.230486,0.1982759,0.6923077,2540
1980,"IRQ","Iraq",-1.13789,0.1333333,0.8222222,2540
1981,"IRQ","Iraq",-0.9980281,0.125,0.7984496,2540
1982,"IRQ","Iraq",-0.9714255,0.09677419,0.7806452,2540
1983,"IRQ","Iraq",-0.8904962,0.1020408,0.7891156,2540
1984,"IRQ","Iraq",-0.8856991,0.06802721,0.829932,2540
1985,"IRQ","Iraq",-1.003014,0.08219178,0.8356164,2540
1986,"IRQ","Iraq",-1.108217,0.08108108,0.8639456,2540
1987,"IRQ","Iraq",-1.137329,0.07913669,0.8928571,2540
1988,"IRQ","Iraq",-1.141621,0.08333333,0.9236641,2540
1989,"IRQ","Iraq",-1.19311,0.06140351,0.9122807,2540
1990,"IRQ","Iraq",-1.189506,0.1190476,0.9166667,2540
1991,"IRQ","Iraq",-1.453476,0.06944444,0.5070423,2540
1992,"IRQ","Iraq",-1.511799,0.05263158,0.4385965,2540
1993,"IRQ","Iraq",-1.605457,0.122807,0.3508772,2540
1994,"IRQ","Iraq",-1.600922,0.2,0.45,2540
2004,"IRQ","Iraq",-0.464613,0.05769231,0.7254902,2540
2005,"IRQ","Iraq",-0.4004516,0.07246377,0.6666667,2540
2006,"IRQ","Iraq",-0.6649562,0.08641975,0.7654321,2540
2007,"IRQ","Iraq",-0.679589,0.06849315,0.6944444,2540
2008,"IRQ","Iraq",-0.7053487,0.1029412,0.7058824,2540
2009,"IRQ","Iraq",-0.8195265,0.09230769,0.6769231,2540
2010,"IRQ","Iraq",-0.7927823,0.1587302,0.7460317,2540
2011,"IRQ","Iraq",-0.7390367,0.1904762,0.6825397,2540
2012,"IRQ","Iraq",-0.8271874,0.1641791,0.6716418,2540
1946,"EGY","Egypt",0.7287512,0.4102564,0.3333333,2896
1947,"EGY","Egypt",0.5065188,0.4210526,0.3157895,2896
1948,"EGY","Egypt",0.6835813,0.4950495,0.17,2896
1949,"EGY","Egypt",0.3259411,0.4285714,0.5714286,2896
1950,"EGY","Egypt",-0.0759889,0.5,0.3529412,2896
1951,"EGY","Egypt",-0.0679715,0.28,0.56,2896
1952,"EGY","Egypt",-0.2593292,0.3265306,0.4489796,2896
1953,"EGY","Egypt",-0.3195486,0.32,0.72,2896
1954,"EGY","Egypt",-0.1692579,0.4482759,0.5517241,2896
1955,"EGY","Egypt",-0.2826606,0.1851852,0.6296296,2896
1956,"EGY","Egypt",-0.761246,0.25,0.5,2896
1957,"EGY","Egypt",-0.8493386,0.2941176,0.7647059,2896
1958,"EGY","Egypt",-0.8778695,0.3333333,0.7272727,2896
1959,"EGY","Egypt",-0.7616435,0.2962963,0.6481481,2896
1960,"EGY","Egypt",-1.052713,0.2135922,0.7087379,2896
1961,"EGY","Egypt",-1.118669,0.1643836,0.7027027,2896
1962,"EGY","Egypt",-1.02949,0.1777778,0.7111111,2896
1963,"EGY","Egypt",-0.9247933,0.1612903,0.5483871,2896
1965,"EGY","Egypt",-0.9449144,0.25,0.775,2896
1966,"EGY","Egypt",-1.10997,0.1836735,0.8163265,2896
1967,"EGY","Egypt",-1.331577,0.1578947,0.8596491,2896
1968,"EGY","Egypt",-1.235902,0.2745098,0.627451,2896
1969,"EGY","Egypt",-1.341093,0.2682927,0.7857143,2896
1970,"EGY","Egypt",-1.049076,0.2258065,0.7096774,2896
1971,"EGY","Egypt",-0.8172812,0.3783784,0.6607143,2896
1972,"EGY","Egypt",-0.7770222,0.3368421,0.6145833,2896
1973,"EGY","Egypt",-0.7652637,0.25,0.7142857,2896
1974,"EGY","Egypt",-0.4422255,0.3692308,0.6615385,2896
1975,"EGY","Egypt",-0.453055,0.2753623,0.6956522,2896
1976,"EGY","Egypt",-0.4673721,0.2117647,0.7356322,2896
1977,"EGY","Egypt",-0.408806,0.3333333,0.6373626,2896
1978,"EGY","Egypt",-0.2705898,0.3688525,0.584,2896
1979,"EGY","Egypt",-0.1533681,0.2975207,0.6311475,2896
1980,"EGY","Egypt",-0.0772516,0.2427184,0.6407767,2896
1981,"EGY","Egypt",-0.08278732,0.1804511,0.7014925,2896
1982,"EGY","Egypt",-0.1241176,0.1464968,0.7197452,2896
1983,"EGY","Egypt",-0.2039449,0.1543624,0.738255,2896
1984,"EGY","Egypt",-0.2540616,0.09271523,0.794702,2896
1985,"EGY","Egypt",-0.3036745,0.14,0.7718121,2896
1986,"EGY","Egypt",-0.313691,0.1456954,0.82,2896
1987,"EGY","Egypt",-0.3439345,0.1094891,0.8913043,2896
1988,"EGY","Egypt",-0.4798077,0.09090909,0.9160305,2896
1989,"EGY","Egypt",-0.4109667,0.07894737,0.8859649,2896
1990,"EGY","Egypt",-0.5143488,0.1428571,0.9285714,2896
1991,"EGY","Egypt",-0.6270421,0.1408451,0.5857143,2896
1992,"EGY","Egypt",-0.6635796,0.1714286,0.4857143,2896
1993,"EGY","Egypt",-0.6829244,0.2,0.4,2896
1994,"EGY","Egypt",-0.8073717,0.2615385,0.4307692,2896
1995,"EGY","Egypt",-0.7873027,0.2051282,0.5128205,2896
1996,"EGY","Egypt",-0.8444146,0.2361111,0.5774648,2896
1997,"EGY","Egypt",-0.8418176,0.2238806,0.641791,2896
1998,"EGY","Egypt",-0.8821615,0.2131148,0.65,2896
1999,"EGY","Egypt",-0.9872661,0.1911765,0.6470588,2896
2000,"EGY","Egypt",-1.127062,0.1666667,0.7727273,2896
2001,"EGY","Egypt",-1.160791,0.119403,0.7727273,2896
2002,"EGY","Egypt",-1.212081,0.1111111,0.7428571,2896
2003,"EGY","Egypt",-1.202362,0.1315789,0.75,2896
2004,"EGY","Egypt",-1.296603,0.05797101,0.75,2896
2005,"EGY","Egypt",-1.499522,0.06849315,0.739726,2896
2006,"EGY","Egypt",-1.553155,0.09195402,0.7931034,2896
2007,"EGY","Egypt",-1.541321,0.06493506,0.75,2896
2008,"EGY","Egypt",-1.63429,0.06944444,0.7638889,2896
2009,"EGY","Egypt",-1.585321,0.07575758,0.7424242,2896
2010,"EGY","Egypt",-1.54419,0.1515152,0.761194,2896
2011,"EGY","Egypt",-1.3484,0.1692308,0.6923077,2896
2012,"EGY","Egypt",-1.440511,0.1617647,0.6617647,2896
1946,"SYR","Syria",0.8254795,0.5,0.3333333,2471
1947,"SYR","Syria",0.4837814,0.2758621,0.3793103,2471
1948,"SYR","Syria",0.3222579,0.3870968,0.2608696,2471
1949,"SYR","Syria",0.2460271,0.4193548,0.5322581,2471
1950,"SYR","Syria",-0.1210887,0.490566,0.3461538,2471
1951,"SYR","Syria",-0.1044419,0.28,0.56,2471
1952,"SYR","Syria",-0.2854843,0.3061224,0.4285714,2471
1953,"SYR","Syria",-0.3256767,0.32,0.72,2471
1954,"SYR","Syria",-0.4021606,0.3666667,0.5666667,2471
1955,"SYR","Syria",-0.5963101,0.1481481,0.7037037,2471
1956,"SYR","Syria",-0.900917,0.3,0.4666667,2471
1957,"SYR","Syria",-0.9540934,0.2647059,0.7352941,2471
1961,"SYR","Syria",-0.7103605,0.2058824,0.6617647,2471
1962,"SYR","Syria",-0.8171489,0.1818182,0.7727273,2471
1963,"SYR","Syria",-0.8563288,0.1785714,0.6071429,2471
1965,"SYR","Syria",-0.8992052,0.275,0.825,2471
1966,"SYR","Syria",-1.33779,0.125,0.8333333,2471
1967,"SYR","Syria",-1.596509,0.1052632,0.877193,2471
1968,"SYR","Syria",-1.565208,0.1960784,0.6470588,2471
1969,"SYR","Syria",-1.66308,0.255814,0.7954545,2471
1970,"SYR","Syria",-1.506927,0.1875,0.765625,2471
1971,"SYR","Syria",-1.057053,0.3195876,0.744898,2471
1972,"SYR","Syria",-1.127838,0.3061224,0.6565657,2471
1973,"SYR","Syria",-0.8962433,0.2650602,0.686747,2471
1974,"SYR","Syria",-0.9214149,0.2394366,0.7464789,2471
1975,"SYR","Syria",-0.8112893,0.2575758,0.6969697,2471
1976,"SYR","Syria",-0.910065,0.1764706,0.7241379,2471
1977,"SYR","Syria",-0.8345773,0.3370787,0.6222222,2471
1978,"SYR","Syria",-1.01591,0.2820513,0.6554622,2471
1979,"SYR","Syria",-1.351076,0.1610169,0.7226891,2471
1980,"SYR","Syria",-1.393058,0.13,0.8,2471
1981,"SYR","Syria",-1.161612,0.1171875,0.7984496,2471
1982,"SYR","Syria",-1.324306,0.07894737,0.8289474,2471
1983,"SYR","Syria",-1.36694,0.08108108,0.8310811,2471
1984,"SYR","Syria",-1.506456,0.04195804,0.9020979,2471
1985,"SYR","Syria",-1.580277,0.07638889,0.8819444,2471
1986,"SYR","Syria",-1.713991,0.06944444,0.8951049,2471
1987,"SYR","Syria",-1.922304,0.0530303,0.9473684,2471
1988,"SYR","Syria",-1.85959,0.0703125,0.9448819,2471
1989,"SYR","Syria",-1.661769,0.05454545,0.9545455,2471
1990,"SYR","Syria",-1.507027,0.1219512,0.9390244,2471
1991,"SYR","Syria",-1.344444,0.1044776,0.5606061,2471
1992,"SYR","Syria",-1.334454,0.1,0.4285714,2471
1993,"SYR","Syria",-1.41462,0.09836066,0.3442623,2471
1994,"SYR","Syria",-1.445354,0.2063492,0.4285714,2471
1995,"SYR","Syria",-1.496999,0.1298701,0.4415584,2471
1996,"SYR","Syria",-1.6904,0.1285714,0.5362319,2471
1997,"SYR","Syria",-1.648749,0.1,0.5833333,2471
1998,"SYR","Syria",-1.646896,0.09259259,0.6226415,2471
1999,"SYR","Syria",-1.611215,0.1129032,0.5967742,2471
2000,"SYR","Syria",-1.669628,0.1147541,0.7213115,2471
2001,"SYR","Syria",-1.440358,0.1060606,0.7230769,2471
2002,"SYR","Syria",-1.461219,0.08695652,0.7352941,2471
2003,"SYR","Syria",-1.273276,0.09333333,0.7066667,2471
2004,"SYR","Syria",-1.010599,0.04347826,0.7205882,2471
2005,"SYR","Syria",-1.122019,0.05633803,0.7042254,2471
2006,"SYR","Syria",-1.312029,0.07317073,0.804878,2471
2007,"SYR","Syria",-1.451637,0.04054054,0.7534247,2471
2008,"SYR","Syria",-1.577221,0.05714286,0.7428571,2471
2009,"SYR","Syria",-1.652341,0.04545455,0.7272727,2471
2010,"SYR","Syria",-1.840039,0.07692308,0.7121212,2471
2011,"SYR","Syria",-1.738461,0.06451613,0.6774194,2471
2012,"SYR","Syria",-1.854766,0.07462687,0.6567164,2471
1946,"LEB","Lebanon",1.009329,0.5263158,0.2894737,2432
1947,"LEB","Lebanon",0.5842206,0.3421053,0.2631579,2432
1948,"LEB","Lebanon",0.66589,0.4895833,0.2,2432
1949,"LEB","Lebanon",0.4046002,0.4193548,0.516129,2432
1950,"LEB","Lebanon",0.2514365,0.5531915,0.3695652,2432
1951,"LEB","Lebanon",0.3150707,0.4347826,0.4782609,2432
1952,"LEB","Lebanon",0.4445307,0.5142857,0.4,2432
1953,"LEB","Lebanon",0.2583691,0.3478261,0.7826087,2432
1954,"LEB","Lebanon",0.3020991,0.5172414,0.5172414,2432
1955,"LEB","Lebanon",0.1539752,0.2592593,0.5925926,2432
1956,"LEB","Lebanon",-0.1955871,0.4821429,0.3571429,2432
1957,"LEB","Lebanon",0.1024683,0.56,0.4,2432
1958,"LEB","Lebanon",0.01070214,0.5757576,0.5151515,2432
1959,"LEB","Lebanon",0.03245055,0.3076923,0.5576923,2432
1960,"LEB","Lebanon",-0.2222162,0.3541667,0.5625,2432
1961,"LEB","Lebanon",-0.1209181,0.2638889,0.4657534,2432
1962,"LEB","Lebanon",-0.08495649,0.25,0.5454545,2432
1963,"LEB","Lebanon",-0.04104946,0.4516129,0.4516129,2432
1965,"LEB","Lebanon",-0.1459872,0.3589744,0.6410256,2432
1966,"LEB","Lebanon",-0.2550778,0.255814,0.5116279,2432
1967,"LEB","Lebanon",-0.6704257,0.16,0.82,2432
1968,"LEB","Lebanon",-0.2424427,0.3555556,0.5333333,2432
1969,"LEB","Lebanon",-0.4473251,0.3095238,0.6976744,2432
1970,"LEB","Lebanon",-0.4111034,0.3103448,0.6206897,2432
1971,"LEB","Lebanon",-0.155198,0.4141414,0.59,2432
1972,"LEB","Lebanon",-0.3402646,0.3402062,0.622449,2432
1973,"LEB","Lebanon",-0.3608177,0.2948718,0.6666667,2432
1974,"LEB","Lebanon",-0.1357077,0.2676056,0.5915493,2432
1975,"LEB","Lebanon",-0.1357959,0.2807018,0.5964912,2432
1976,"LEB","Lebanon",-0.2285486,0.2615385,0.7014925,2432
1977,"LEB","Lebanon",-0.09772271,0.3670886,0.5625,2432
1978,"LEB","Lebanon",0.01757302,0.4047619,0.5421687,2432
1979,"LEB","Lebanon",0.1330504,0.2978723,0.6315789,2432
1980,"LEB","Lebanon",-0.1049249,0.2173913,0.6521739,2432
1981,"LEB","Lebanon",-0.2878753,0.1192661,0.8090909,2432
1982,"LEB","Lebanon",0.09926409,0.1785714,0.6285714,2432
1983,"LEB","Lebanon",0.02668339,0.1586207,0.6896552,2432
1984,"LEB","Lebanon",-0.3820662,0.09219858,0.822695,2432
1985,"LEB","Lebanon",-0.559716,0.130137,0.8068966,2432
1986,"LEB","Lebanon",-0.5352141,0.1418919,0.8163265,2432
1987,"LEB","Lebanon",-0.6257459,0.09489051,0.942029,2432
1988,"LEB","Lebanon",-0.6382968,0.0859375,0.9527559,2432
1989,"LEB","Lebanon",-0.6348649,0.0754717,0.9433962,2432
1990,"LEB","Lebanon",-0.6617717,0.1463415,0.9512195,2432
1991,"LEB","Lebanon",-0.6171084,0.1304348,0.5652174,2432
1992,"LEB","Lebanon",-0.7787396,0.1343284,0.4328358,2432
1993,"LEB","Lebanon",-0.8093438,0.122449,0.3469388,2432
1994,"LEB","Lebanon",-0.9193743,0.2419355,0.4193548,2432
1995,"LEB","Lebanon",-1.046353,0.164557,0.4683544,2432
1996,"LEB","Lebanon",-1.19161,0.1571429,0.5362319,2432
1997,"LEB","Lebanon",-1.090741,0.1333333,0.6,2432
1998,"LEB","Lebanon",-1.229946,0.122807,0.5789474,2432
1999,"LEB","Lebanon",-1.206271,0.1384615,0.5846154,2432
2000,"LEB","Lebanon",-1.122635,0.1612903,0.7419355,2432
2001,"LEB","Lebanon",-1.16582,0.119403,0.7575758,2432
2002,"LEB","Lebanon",-1.121093,0.09722222,0.7428571,2432
2003,"LEB","Lebanon",-1.210446,0.12,0.7466667,2432
2004,"LEB","Lebanon",-1.18982,0.06060606,0.7692308,2432
2005,"LEB","Lebanon",-0.9564316,0.109375,0.703125,2432
2006,"LEB","Lebanon",-0.9317792,0.1265823,0.7594937,2432
2007,"LEB","Lebanon",-0.8605387,0.08108108,0.7534247,2432
2008,"LEB","Lebanon",-0.8365014,0.09859155,0.6901408,2432
2009,"LEB","Lebanon",-0.8814819,0.1060606,0.6818182,2432
2010,"LEB","Lebanon",-1.005761,0.1230769,0.7424242,2432
2011,"LEB","Lebanon",-1.083231,0.15625,0.703125,2432
2012,"LEB","Lebanon",-1.161688,0.119403,0.6716418,2432
1955,"JOR","Jordan",-0.7889217,0,0.1666667,2644
1956,"JOR","Jordan",-0.885088,0.3392857,0.4107143,2644
1957,"JOR","Jordan",-0.4436485,0.4827586,0.5172414,2644
1958,"JOR","Jordan",0.04784799,0.6363636,0.5454545,2644
1959,"JOR","Jordan",0.1388831,0.3658537,0.5853659,2644
1960,"JOR","Jordan",-0.05151484,0.3684211,0.5052632,2644
1961,"JOR","Jordan",-0.1907533,0.2957746,0.5138889,2644
1962,"JOR","Jordan",-0.3835395,0.2888889,0.7333333,2644
1963,"JOR","Jordan",-0.4495792,0.25,0.5,2644
1965,"JOR","Jordan",-0.2865387,0.4102564,0.6923077,2644
1966,"JOR","Jordan",-0.2825707,0.2553191,0.5744681,2644
1967,"JOR","Jordan",-0.7685747,0.1886792,0.8301887,2644
1968,"JOR","Jordan",-0.7576726,0.2653061,0.5306122,2644
1969,"JOR","Jordan",-0.7329459,0.3023256,0.7045455,2644
1970,"JOR","Jordan",-0.5624113,0.2727273,0.5909091,2644
1971,"JOR","Jordan",-0.1700378,0.4615385,0.6101695,2644
1972,"JOR","Jordan",0.1614689,0.4090909,0.5795455,2644
1973,"JOR","Jordan",-0.1122483,0.2875,0.675,2644
1974,"JOR","Jordan",0.03483199,0.375,0.6527778,2644
1975,"JOR","Jordan",0.02129017,0.2580645,0.6290323,2644
1976,"JOR","Jordan",-0.07289126,0.2470588,0.7011494,2644
1977,"JOR","Jordan",-0.1932725,0.3636364,0.6404494,2644
1978,"JOR","Jordan",-0.1864199,0.3675214,0.575,2644
1979,"JOR","Jordan",-0.1966132,0.2833333,0.6280992,2644
1980,"JOR","Jordan",-0.314999,0.2061856,0.6907216,2644
1981,"JOR","Jordan",-0.4164531,0.1640625,0.751938,2644
1982,"JOR","Jordan",-0.4195424,0.124183,0.7320261,2644
1983,"JOR","Jordan",-0.4687058,0.130137,0.7465753,2644
1984,"JOR","Jordan",-0.5150941,0.09333333,0.8,2644
1985,"JOR","Jordan",-0.4855955,0.1409396,0.7972973,2644
1986,"JOR","Jordan",-0.4092082,0.1180556,0.8321678,2644
1987,"JOR","Jordan",-0.3761567,0.1240876,0.9275362,2644
1988,"JOR","Jordan",-0.3493718,0.1203008,0.9015152,2644
1989,"JOR","Jordan",-0.5544287,0.07894737,0.9035088,2644
1990,"JOR","Jordan",-0.6755856,0.1341463,0.9390244,2644
1991,"JOR","Jordan",-0.8815236,0.1142857,0.5507246,2644
1992,"JOR","Jordan",-0.8420395,0.1428571,0.4428571,2644
1993,"JOR","Jordan",-0.8826739,0.1525424,0.4067797,2644
1994,"JOR","Jordan",-0.9350537,0.2698413,0.4126984,2644
1995,"JOR","Jordan",-0.8367077,0.2179487,0.5128205,2644
1996,"JOR","Jordan",-0.7294244,0.2394366,0.5857143,2644
1997,"JOR","Jordan",-0.6299533,0.2,0.6307692,2644
1998,"JOR","Jordan",-0.808761,0.1525424,0.6101695,2644
1999,"JOR","Jordan",-0.827778,0.1774194,0.6129032,2644
2000,"JOR","Jordan",-1.022048,0.1692308,0.7384615,2644
2001,"JOR","Jordan",-1.103194,0.09090909,0.7384615,2644
2002,"JOR","Jordan",-1.138131,0.08450704,0.7246377,2644
2003,"JOR","Jordan",-1.220446,0.09333333,0.7333333,2644
2004,"JOR","Jordan",-0.9121555,0.1142857,0.7536232,2644
2005,"JOR","Jordan",-0.9801926,0.08450704,0.7042254,2644
2006,"JOR","Jordan",-0.7354164,0.07228916,0.7228916,2644
2007,"JOR","Jordan",-0.7733788,0.06578947,0.6933333,2644
2008,"JOR","Jordan",-0.7566362,0.05633803,0.6619718,2644
2009,"JOR","Jordan",-0.7355188,0.1044776,0.6716418,2644
2010,"JOR","Jordan",-0.6939684,0.1515152,0.7272727,2644
2011,"JOR","Jordan",-0.7438534,0.1875,0.65625,2644
2012,"JOR","Jordan",-0.7663787,0.1641791,0.6865672,2644
1948,"ISR","Israel",0.4575554,0.1666667,0.3478261,2666
1949,"ISR","Israel",0.6090996,0.516129,0.1612903,2666
1950,"ISR","Israel",0.6233029,0.6041667,0.2765957,2666
1951,"ISR","Israel",0.9146031,0.6521739,0.3043478,2666
1952,"ISR","Israel",1.015732,0.6326531,0.2653061,2666
1953,"ISR","Israel",1.104025,0.52,0.32,2666
1954,"ISR","Israel",1.170687,0.4333333,0.4333333,2666
1955,"ISR","Israel",1.325939,0.4814815,0.3333333,2666
1956,"ISR","Israel",1.592559,0.5833333,0.15,2666
1957,"ISR","Israel",1.179738,0.6176471,0.2352941,2666
1958,"ISR","Israel",0.9664973,0.65625,0.40625,2666
1959,"ISR","Israel",1.188032,0.7058824,0.1960784,2666
1960,"ISR","Israel",0.8270203,0.6734694,0.2755102,2666
1961,"ISR","Israel",0.7675822,0.6164384,0.1891892,2666
1962,"ISR","Israel",0.5083138,0.5238095,0.4285714,2666
1963,"ISR","Israel",0.6440129,0.5,0.3333333,2666
1965,"ISR","Israel",0.8720262,0.5384615,0.4615385,2666
1966,"ISR","Israel",1.000798,0.6875,0.3125,2666
1967,"ISR","Israel",0.9516892,0.6181818,0.4,2666
1968,"ISR","Israel",0.9047094,0.5869565,0.3695652,2666
1969,"ISR","Israel",0.844544,0.4418605,0.4318182,2666
1970,"ISR","Israel",0.8111749,0.5373134,0.3731343,2666
1971,"ISR","Israel",0.9828568,0.5803571,0.4464286,2666
1972,"ISR","Israel",1.08298,0.5252525,0.48,2666
1973,"ISR","Israel",1.637992,0.6623377,0.2207792,2666
1974,"ISR","Israel",2.022776,0.7536232,0.2318841,2666
1975,"ISR","Israel",2.325945,0.6825397,0.0952381,2666
1976,"ISR","Israel",2.395494,0.641791,0.1884058,2666
1977,"ISR","Israel",2.201604,0.6621622,0.2266667,2666
1978,"ISR","Israel",1.996807,0.7075472,0.2037037,2666
1979,"ISR","Israel",2.044259,0.6435644,0.1372549,2666
1980,"ISR","Israel",2.011599,0.5813953,0.1511628,2666
1981,"ISR","Israel",2.240442,0.647619,0.1415094,2666
1982,"ISR","Israel",2.058241,0.5182482,0.1751825,2666
1983,"ISR","Israel",2.098649,0.6349206,0.1269841,2666
1984,"ISR","Israel",2.151702,0.64,0.136,2666
1985,"ISR","Israel",2.114298,0.5945946,0.1360544,2666
1986,"ISR","Israel",1.955455,0.5364238,0.2214765,2666
1987,"ISR","Israel",2.060633,0.5323741,0.2733813,2666
1988,"ISR","Israel",2.06908,0.5511811,0.1746032,2666
1989,"ISR","Israel",2.075705,0.5132743,0.2300885,2666
1990,"ISR","Israel",2.020041,0.5421687,0.2048193,2666
1991,"ISR","Israel",2.097876,0.6388889,0.2816901,2666
1992,"ISR","Israel",2.125585,0.6027397,0.4657534,2666
1993,"ISR","Israel",2.101472,0.6190476,0.4920635,2666
1994,"ISR","Israel",2.041703,0.7164179,0.4328358,2666
1995,"ISR","Israel",2.528765,0.825,0.3625,2666
1996,"ISR","Israel",2.439266,0.75,0.3661972,2666
1997,"ISR","Israel",2.420217,0.7794118,0.3970588,2666
1998,"ISR","Israel",2.334327,0.7704918,0.3,2666
1999,"ISR","Israel",2.172106,0.7272727,0.3484848,2666
2000,"ISR","Israel",2.184008,0.7313433,0.2575758,2666
2001,"ISR","Israel",2.288085,0.7727273,0.2272727,2666
2002,"ISR","Israel",2.289329,0.7605634,0.2318841,2666
2003,"ISR","Israel",2.309818,0.7466667,0.2533333,2666
2004,"ISR","Israel",2.401829,0.7857143,0.2318841,2666
2005,"ISR","Israel",2.435253,0.75,0.2352941,2666
2006,"ISR","Israel",2.453903,0.6976744,0.2325581,2666
2007,"ISR","Israel",2.305815,0.6619718,0.2428571,2666
2008,"ISR","Israel",2.302746,0.7083333,0.25,2666
2009,"ISR","Israel",2.289313,0.8939394,0.1515152,2666
2010,"ISR","Israel",2.350126,0.8307692,0.2121212,2666
2011,"ISR","Israel",2.339662,0.8870968,0.1935484,2666
2012,"ISR","Israel",2.45634,0.8529412,0.2205882,2666
