playerNr,groupNr,subjectNr,period,treatment,relevant,t2_correcttexts,t2_numseq,t2_answer,tediousness,test,wta11,wta12,wta13,wta14,wta15,wta16,wta17,wta18,wta19,wta110,wta111,wta112,wta113,wta114,wta115,wta116,wta21,wta22,wta23,wta24,wta25,wta26,wta27,wta28,wta29,wta210,wta211,wta212,wta213,wta214,wta215,wta216,pchosen,optionchosen,extra,scenario,rel,totaltask,vchosen,gender,age,bonus,total,time_welcome,time_instructions_pre,time_encryption_task,time_questionnaire1,time_task_preparation,time_questionnaire2,time_encryption_main_task,time_summary,session_date
20,0,0,1,2,20,15,18,NA,8,2,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,5,1,15,2,10,15,4,2,29,4,6,24,55,703,7,17,11,611,21,2019-12-19T15:12:00Z
21,0,0,1,3,21,45,47,NA,7,NA,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5.25,2,30,2,10.5,45,7.25,2,54,7.25,9.25,25,723,113,30,51,8,1163,60,2019-12-19T15:12:00Z
22,0,0,1,1,22,30,33,NA,10,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.5,1,15,2,11,30,4,2,29,4,6,10,46,147,10,53,14,1937,41,2019-12-19T15:12:00Z
23,0,0,1,2,23,15,17,NA,10,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,5.75,1,15,2,11.5,15,4,2,37,4,6,26,38,139,13,29,7,469,16,2019-12-19T15:12:00Z
24,0,0,1,3,24,45,49,NA,7,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,30,2,12,45,8,2,30,8,10,19,547,177,122,19,10,4058,22,2019-12-19T15:12:00Z
25,0,0,1,1,25,5,7,NA,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,6.25,1,15,2,12.5,30,4,NA,NA,NA,NA,13,22,142,11,33,NA,NA,17,2019-12-19T15:12:00Z
26,0,0,1,2,26,15,17,NA,3,NA,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6.5,1,15,2,13,15,4,2,43,4,6,19,38,120,16,48,14,666,40,2019-12-19T15:12:00Z
27,0,0,1,3,27,45,49,NA,1,NA,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,6.75,2,30,2,13.5,45,8.75,1,30,8.75,10.75,12,62,160,18,105,10,2104,24,2019-12-19T15:12:00Z
28,0,0,1,1,28,45,51,NA,9,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,2,30,2,14,45,7,1,29,7,9,11,7,2365,13,23,9,2668,29,2019-12-19T15:12:00Z
29,0,0,1,2,29,30,32,NA,7,NA,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,7.25,2,30,2,14.5,30,7.25,1,38,7.25,9.25,39,64,88,10,18,30,1091,14,2019-12-19T15:12:00Z
30,0,0,1,3,30,45,51,NA,10,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,7.5,2,30,2,15,45,9.5,1,20,9.5,11.5,14,12,220,4,36,30,3103,21,2019-12-19T15:12:00Z
31,0,0,1,1,31,45,51,NA,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,7.75,2,30,2,15.5,45,7.75,2,26,7.75,9.75,41,44,203,101,1134,14,2298,52,2019-12-19T15:12:00Z
32,0,0,1,2,32,30,33,NA,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,30,2,16,30,8,2,28,8,10,5,4,208,12,20,18,1344,15,2019-12-19T15:12:00Z
33,0,0,1,3,1,15,17,NA,4,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4.25,1,0,1,1,15,6,1,44,6,8,13,41,177,11,25,11,488,15,2019-12-19T15:12:00Z
34,0,0,1,1,2,30,31,NA,3,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,2,4.5,2,15,1,2,30,4.5,2,25,4.5,6.5,48,88,251,36,42,11,1348,26,2019-12-19T15:12:00Z
35,0,0,1,2,3,0,1,NA,7,NA,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4.75,1,0,1,3,0,4,1,59,4,6,44,63,168,26,59,12,9,26,2019-12-19T15:12:00Z
36,0,0,1,3,4,15,18,NA,8,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,5,1,0,1,4,15,6,1,52,6,8,17,35,94,16,21,6,429,15,2019-12-19T15:12:00Z
37,0,0,1,1,5,15,17,NA,3,NA,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,5.25,1,0,1,5,15,4,1,34,4,6,16,36,130,12,92,5,602,25,2019-12-19T15:12:00Z
38,0,0,1,2,6,0,1,NA,10,NA,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5.5,1,0,1,6,0,4,1,40,4,6,73,42,240,13,25,16,8,69,2019-12-19T15:12:00Z
39,0,0,1,3,7,15,17,NA,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5.75,1,0,1,7,15,6,2,39,6,8,119,27,107,15,42,10,494,12,2019-12-19T15:12:00Z
40,0,0,1,1,8,15,17,NA,9,NA,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,1,0,1,8,15,4,1,49,4,6,19,31,148,10,33,6,878,21,2019-12-19T15:12:00Z
41,0,0,1,2,9,15,22,NA,4,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,6.25,2,15,1,9,15,6.25,1,30,6.25,8.25,17,30,114,14,20,8,600,18,2019-12-19T15:12:00Z
42,0,0,1,3,10,15,17,NA,10,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.5,1,0,1,10,15,6,1,47,6,8,52,58,700,17,37,424,770,50,2019-12-19T15:12:00Z
43,0,0,1,1,11,30,31,NA,8,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,6.75,2,15,1,11,30,6.75,1,24,6.75,8.75,5,109,96,5,20,6,807,25,2019-12-19T15:12:00Z
44,0,0,1,2,12,0,1,NA,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,0,1,12,0,4,1,35,4,6,23,17,298,92,18,12,7,22,2019-12-19T15:12:00Z
45,0,0,1,3,13,15,18,NA,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.25,1,0,1,13,15,6,2,69,6,8,252,38,143,10,24,8,766,15,2019-12-19T15:12:00Z
46,0,0,1,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-19T15:12:00Z
47,0,0,1,2,15,15,18,NA,6,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,7.75,2,15,1,15,15,7.75,1,26,7.75,9.75,17,18,157,7,26,5,558,15,2019-12-19T15:12:00Z
48,0,0,1,3,16,30,35,NA,8,NA,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,8,2,15,1,16,30,10,2,58,10,12,11,42,133,11,28,5,962,14,2019-12-19T15:12:00Z
49,0,0,1,1,17,45,48,NA,7,2,2,1,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,1,1,2,2,2,2,1,1,2,2,2,1,2,2,4.25,2,30,2,8.5,45,4.25,1,28,4.25,6.25,14,49,299,12,27,26,2158,54,2019-12-19T15:12:00Z
50,0,0,1,2,18,15,37,NA,9,NA,1,2,1,2,1,1,2,1,1,2,1,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,4.5,1,15,2,9,15,4,2,30,4,6,206,59,468,65,289,13,1508,76,2019-12-19T15:12:00Z
51,0,0,1,3,19,30,36,NA,7,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4.75,1,15,2,9.5,30,6,2,28,6,8,17,26,106,10,23,8,1147,24,2019-12-19T15:12:00Z
52,0,0,1,1,20,30,34,NA,10,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,5,1,15,2,10,30,4,1,35,4,6,28,78,126,12,22,13,1306,34,2019-12-19T15:12:00Z
53,0,0,1,2,21,15,17,NA,10,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,5.25,1,15,2,10.5,15,4,2,29,4,6,38,365,174,19,35,10,1783,43,2019-12-19T15:12:00Z
54,0,0,1,3,22,30,41,NA,10,NA,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,5.5,1,15,2,11,30,6,1,41,6,8,6,37,209,9,22,6,2011,18,2019-12-19T15:12:00Z
55,0,0,1,1,23,30,32,NA,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,2,2,2,1,2,2,1,1,2,5.75,1,15,2,11.5,30,4,2,29,4,6,18,86,145,11,45,17,1187,18,2019-12-19T15:12:00Z
56,0,0,1,2,24,30,35,NA,10,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,30,2,12,30,6,2,31,6,8,12,472,113,18,36,6,964,62,2019-12-19T15:12:00Z
57,0,0,1,3,25,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,2019-12-19T15:12:00Z
58,0,0,1,1,26,45,60,NA,10,2,2,1,2,2,1,2,2,1,2,1,2,1,1,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,1,1,2,2,6.5,2,30,2,13,45,6.5,2,35,6.5,8.5,191,41,348,7,12,11,3057,89,2019-12-19T15:12:00Z
59,0,0,1,2,27,30,35,NA,7,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,6.75,2,30,2,13.5,30,6.75,2,28,6.75,8.75,3,20,84,9,8,4,931,16,2019-12-19T15:12:00Z
60,0,0,1,3,28,30,31,NA,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,15,2,14,30,6,1,52,6,8,5,16,131,7,66,7,1405,129,2019-12-19T15:12:00Z
61,0,0,1,1,29,45,47,NA,8,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,7.25,2,30,2,14.5,45,7.25,1,32,7.25,9.25,6,13,126,32,6,10,1631,38,2019-12-19T15:12:00Z
62,0,0,1,2,30,30,33,NA,5,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,7.5,2,30,2,15,30,7.5,2,51,7.5,9.5,726,47,109,20,16,17,1455,15,2019-12-19T15:12:00Z
63,0,0,1,3,31,30,102,NA,6,NA,1,2,1,2,1,1,2,1,2,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,7.75,1,15,2,15.5,30,6,1,32,6,8,89,317,220,5,4,10,2618,38,2019-12-19T15:12:00Z
64,0,0,1,1,32,30,34,NA,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,15,2,16,30,4,1,30,4,6,304,1909,215,35,6,9,1066,27,2019-12-19T15:12:00Z
65,0,0,1,2,1,15,20,NA,7,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,1,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,4.25,2,15,1,1,15,4.25,2,26,4.25,6.25,4,40,180,7,9,14,828,16,2019-12-19T15:12:00Z
66,0,0,1,3,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,41,NA,NA,NA,NA,NA,NA,2019-12-19T15:12:00Z
67,0,0,1,1,3,15,20,NA,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.75,1,0,1,3,15,4,1,23,4,6,12,17,198,11,64,5,749,29,2019-12-19T15:12:00Z
68,0,0,1,2,4,0,1,NA,10,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,5,1,0,1,4,0,4,1,26,4,6,13,78,129,10,42,7,14,81,2019-12-19T15:12:00Z
69,0,0,1,3,5,15,18,NA,9,2,2,1,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,1,1,2,2,1,2,5.25,1,0,1,5,15,6,1,30,6,8,155,4,123,7,11,10,1113,529,2019-12-19T15:12:00Z
70,0,0,1,1,6,15,17,NA,7,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,5.5,1,0,1,6,15,4,1,38,4,6,9,22,83,10,31,6,417,20,2019-12-19T15:12:00Z
71,0,0,1,2,7,15,17,NA,9,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,1,1,2,1,5.75,2,15,1,7,15,5.75,2,27,5.75,7.75,25,16,151,9,28,10,681,41,2019-12-19T15:12:00Z
72,0,0,1,3,8,15,19,NA,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,6,1,0,1,8,15,6,1,28,6,8,3,12,169,8,74,13,1112,18,2019-12-19T15:12:00Z
73,0,0,1,1,9,15,19,NA,8,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.25,1,0,1,9,15,4,1,60,4,6,15,60,257,17,41,6,1076,29,2019-12-19T15:12:00Z
74,0,0,1,2,10,15,18,NA,10,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6.5,2,15,1,10,15,6.5,1,33,6.5,8.5,8,20,190,8,23,15,788,17,2019-12-19T15:12:00Z
75,0,0,1,3,11,15,18,NA,8,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,2,2,1,1,1,2,1,2,2,1,1,2,1,2,2,2,2,2,6.75,1,0,1,11,15,6,1,32,6,8,32,29,154,10,18,16,639,25,2019-12-19T15:12:00Z
76,0,0,1,1,12,2,3,NA,5,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,7,2,15,1,12,30,7,NA,NA,NA,NA,5,4111,637,13,130,NA,NA,17,2019-12-19T15:12:00Z
77,0,0,1,2,13,0,1,NA,10,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.25,1,0,1,13,0,4,1,55,4,6,5,43,157,9,26,7,7,16,2019-12-19T15:12:00Z
78,0,0,1,3,14,15,17,NA,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,7.5,1,0,1,14,15,6,2,36,6,8,15,15,103,13,27,5,523,11,2019-12-19T15:12:00Z
79,0,0,1,1,15,30,37,NA,5,NA,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,7.75,2,15,1,15,30,7.75,1,34,7.75,9.75,48,22,92,18,33,8,2185,38,2019-12-19T15:12:00Z
80,0,0,1,2,16,15,17,NA,7,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,8,2,15,1,16,15,8,1,35,8,10,448,31,152,5,31,8,682,18,2019-12-19T15:12:00Z
81,0,0,1,3,17,30,40,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4.25,1,15,2,8.5,30,6,1,29,6,8,15,4274,149,8,23,4,945,23,2019-12-19T15:12:00Z
82,0,0,1,1,18,30,40,NA,8,NA,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,4.5,1,15,2,9,30,4,2,21,4,6,14,45,191,11,61,6,1690,25,2019-12-19T15:12:00Z
83,0,0,1,2,19,15,16,NA,5,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4.75,1,15,2,9.5,15,4,2,30,4,6,8,11,107,8,16,6,445,21,2019-12-19T15:12:00Z
84,0,0,1,3,20,0,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287,4188,NA,NA,NA,NA,NA,NA,2019-12-19T15:12:00Z
85,0,0,1,1,21,30,36,NA,8,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,5.25,1,15,2,10.5,30,4,1,28,4,6,109,34,162,5,74,10,1533,38,2019-12-19T15:12:00Z
86,0,0,1,2,22,15,19,NA,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.5,1,15,2,11,15,4,2,28,4,6,391,292,1490,9,7,8,681,20,2019-12-19T15:12:00Z
87,0,0,1,3,23,30,31,NA,6,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5.75,1,15,2,11.5,30,6,1,24,6,8,9,97,93,14,30,5,801,16,2019-12-19T15:12:00Z
88,0,0,1,1,24,45,51,NA,7,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,6,2,30,2,12,45,6,2,26,6,8,1099,1162,254,12,17,6,1497,40,2019-12-19T15:12:00Z
89,0,0,1,2,25,30,38,NA,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,6.25,2,30,2,12.5,30,6.25,2,26,6.25,8.25,34,9,146,9,30,6,1096,30,2019-12-19T15:12:00Z
90,0,0,1,3,26,30,65,NA,8,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,2,6.5,1,15,2,13,30,6,1,28,6,8,120,18,297,58,7,17,2996,141,2019-12-19T15:12:00Z
91,0,0,1,1,27,2,3,NA,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,6.75,1,15,2,13.5,30,4,NA,NA,NA,NA,3,13,118,3,15,NA,NA,9,2019-12-19T15:12:00Z
92,0,0,1,2,28,30,40,NA,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,7,2,30,2,14,30,7,1,25,7,9,125,64,296,6,45,10,1522,70,2019-12-19T15:12:00Z
93,0,0,1,3,29,30,37,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.25,1,15,2,14.5,30,6,1,45,6,8,24,744,115,15,50,6,1442,27,2019-12-19T15:12:00Z
94,0,0,1,1,30,45,46,NA,9,1,2,1,2,1,1,2,2,1,2,2,1,2,1,2,2,2,2,1,2,1,1,2,1,2,1,2,1,1,2,2,1,2,7.5,2,30,2,15,45,7.5,1,28,7.5,9.5,10,186,175,8,71,11,2356,34,2019-12-19T15:12:00Z
95,0,0,1,2,31,15,16,NA,9,NA,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7.75,1,15,2,15.5,15,4,1,36,4,6,42,58,101,12,30,7,422,34,2019-12-19T15:12:00Z
96,0,0,1,3,32,45,49,NA,9,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,8,2,30,2,16,45,10,2,32,10,12,35,1598,220,11,21,7,2267,42,2019-12-19T15:12:00Z
97,0,0,1,1,1,15,18,NA,9,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4.25,1,0,1,1,15,4,2,28,4,6,12,16,118,7,30,6,532,21,2019-12-19T15:12:00Z
98,0,0,1,2,2,0,1,NA,10,2,2,1,2,2,1,1,2,1,2,2,1,2,1,1,2,1,2,1,1,2,1,2,1,2,2,1,2,1,1,2,1,2,4.5,1,0,1,2,0,4,1,28,4,6,8,87,242,7,20,16,5,23,2019-12-19T15:12:00Z
99,0,0,1,3,3,15,21,NA,4,NA,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,4.75,1,0,1,3,15,6,1,31,6,8,16,87,189,11,45,6,657,30,2019-12-19T15:12:00Z
100,0,0,1,1,4,30,39,NA,8,1,2,1,1,2,1,2,1,2,1,2,1,2,2,1,2,1,1,2,1,2,1,1,2,2,1,1,2,2,1,1,2,1,5,2,15,1,4,30,5,2,28,5,7,16,8,201,19,10,12,3505,39,2019-12-19T15:12:00Z
101,0,0,1,2,5,0,1,NA,9,1,1,2,1,2,1,2,1,2,1,2,2,1,2,1,2,1,1,2,1,2,1,1,1,2,2,2,1,1,1,2,2,2,5.25,1,0,1,5,0,4,1,28,4,6,169,107,835,29,10,28,95,41,2019-12-19T15:12:00Z
102,0,0,1,3,6,15,21,NA,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.5,1,0,1,6,15,6,1,32,6,8,13,5,129,6,6,9,974,31,2019-12-19T15:12:00Z
103,0,0,1,1,7,15,23,NA,9,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5.75,1,0,1,7,15,4,1,44,4,6,15,48,219,13,39,6,688,23,2019-12-19T15:12:00Z
104,0,0,1,2,8,15,17,NA,8,NA,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,15,1,8,15,6,1,35,6,8,3,5,97,7,10,5,581,29,2019-12-19T15:12:00Z
105,0,0,1,3,9,15,17,NA,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.25,1,0,1,9,15,6,1,66,6,8,47,57,160,16,38,7,635,26,2019-12-19T15:12:00Z
106,0,0,1,1,10,15,21,NA,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.5,1,0,1,10,15,4,1,32,4,6,19,23,262,7,9,8,1145,35,2019-12-19T15:12:00Z
107,0,0,1,2,11,0,1,NA,8,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,6.75,1,0,1,11,0,4,2,25,4,6,24,35,340,10,36,9,6,14,2019-12-19T15:12:00Z
108,0,0,1,3,12,3,4,NA,8,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,283,329,22,124,NA,NA,NA,2019-12-19T15:12:00Z
109,0,0,1,1,13,9,12,NA,10,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.25,2,15,1,13,30,7.25,NA,NA,NA,NA,12,71,829,9,34,NA,NA,30,2019-12-19T15:12:00Z
110,0,0,1,2,14,15,21,NA,7,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,7.5,2,15,1,14,15,7.5,2,37,7.5,9.5,157,12,131,10,22,6,747,21,2019-12-19T15:12:00Z
111,0,0,1,3,15,15,19,NA,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.75,1,0,1,15,15,6,2,32,6,8,15,17,146,13,55,6,861,13,2019-12-19T15:12:00Z
112,0,0,1,1,16,30,34,NA,7,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,15,1,16,30,8,2,41,8,10,13,38,158,35,32,12,1144,17,2019-12-19T15:12:00Z
