pid,scenario,treatment,switching_point,inconsistent_choices,relevant,tediousness,test,pchosen,optionchosen,extra,scenariochosen,totaltask,vchosen,gender,age,total,time_welcome,time_instructions_pre,time_encryption_task,time_questionnaire1,time_task_preparation,time_questionnaire2,time_encryption_main_task,time_summary,session_date,reservation_wage
1037,Scenario2,BEFORE,9,0,5,4,2,5.25,2,15,1,30,5.25,NA,NA,NA,9,20,175,10,21,NA,NA,19,2020-03-20T17:52:00Z,2.25
1038,Scenario1,AFTER,16,0,6,9,NA,5.5,1,0,1,15,4,Female,52,6,9,47,155,7,21,8,630,20,2020-03-20T17:52:00Z,4
1038,Scenario2,AFTER,16,0,6,9,NA,5.5,1,0,1,15,4,Female,52,6,9,47,155,7,21,8,630,20,2020-03-20T17:52:00Z,4
1039,Scenario1,BEFORE,8,0,7,10,2,5.75,1,0,1,15,4,Male,30,6,8,17,96,6,47,4,356,20,2020-03-20T17:52:00Z,2
1039,Scenario2,BEFORE,4,0,7,10,2,5.75,1,0,1,15,4,Male,30,6,8,17,96,6,47,4,356,20,2020-03-20T17:52:00Z,1
1040,Scenario1,AFTER,4,0,8,5,2,6,2,15,1,30,6,Male,35,8,8,31,106,12,27,14,1011,23,2020-03-20T17:52:00Z,1
1040,Scenario2,AFTER,4,0,8,5,2,6,2,15,1,30,6,Male,35,8,8,31,106,12,27,14,1011,23,2020-03-20T17:52:00Z,1
1041,Scenario1,BEFORE,2,7,9,8,NA,6.25,1,0,1,15,4,Female,28,6,7,9,328,5,4,9,1147,65,2020-03-20T17:52:00Z,0.5
1041,Scenario2,BEFORE,2,6,9,8,NA,6.25,1,0,1,15,4,Female,28,6,7,9,328,5,4,9,1147,65,2020-03-20T17:52:00Z,0.5
1042,Scenario1,AFTER,12,0,10,10,1,6.5,1,0,1,15,4,Female,31,6,6,13,178,11,53,5,768,43,2020-03-20T17:52:00Z,3
1042,Scenario2,AFTER,13,0,10,10,1,6.5,1,0,1,15,4,Female,31,6,6,13,178,11,53,5,768,43,2020-03-20T17:52:00Z,3.25
1043,Scenario1,BEFORE,1,0,11,7,NA,6.75,2,15,1,30,6.75,Male,32,8.75,22,54,122,17,35,12,980,22,2020-03-20T17:52:00Z,0.25
1043,Scenario2,BEFORE,1,0,11,7,NA,6.75,2,15,1,30,6.75,Male,32,8.75,22,54,122,17,35,12,980,22,2020-03-20T17:52:00Z,0.25
1044,Scenario1,AFTER,NA,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,7,NA,NA,NA,NA,NA,NA,2020-03-20T17:52:00Z,NA
1044,Scenario2,AFTER,NA,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,7,NA,NA,NA,NA,NA,NA,2020-03-20T17:52:00Z,NA
1045,Scenario1,BEFORE,17,0,13,7,1,7.25,1,0,1,15,4,Male,32,6,24,19,284,49,17,10,1223,36,2020-03-20T17:52:00Z,4.25
1045,Scenario2,BEFORE,16,0,13,7,1,7.25,1,0,1,15,4,Male,32,6,24,19,284,49,17,10,1223,36,2020-03-20T17:52:00Z,4
1046,Scenario1,AFTER,2,4,14,9,1,7.5,1,0,1,15,4,Male,32,6,139,46,280,6,7,7,2536,22,2020-03-20T17:52:00Z,0.5
1046,Scenario2,AFTER,2,3,14,9,1,7.5,1,0,1,15,4,Male,32,6,139,46,280,6,7,7,2536,22,2020-03-20T17:52:00Z,0.5
1047,Scenario1,BEFORE,4,0,15,4,2,7.75,2,15,1,30,7.75,Male,35,9.75,5,22,253,10,33,5,919,19,2020-03-20T17:52:00Z,1
1047,Scenario2,BEFORE,8,0,15,4,2,7.75,2,15,1,30,7.75,Male,35,9.75,5,22,253,10,33,5,919,19,2020-03-20T17:52:00Z,2
1048,Scenario1,AFTER,6,2,16,9,2,8,1,0,1,15,4,Female,32,6,18,11,138,11,17,11,1075,24,2020-03-20T17:52:00Z,1.5
1048,Scenario2,AFTER,17,0,16,9,2,8,1,0,1,15,4,Female,32,6,18,11,138,11,17,11,1075,24,2020-03-20T17:52:00Z,4.25
1049,Scenario1,BEFORE,1,5,17,7,1,4.25,2,30,2,45,4.25,Female,25,6.25,47,16,174,10,14,14,3910,29,2020-03-20T17:52:00Z,0.25
1049,Scenario2,BEFORE,1,4,17,7,1,4.25,2,30,2,45,4.25,Female,25,6.25,47,16,174,10,14,14,3910,29,2020-03-20T17:52:00Z,0.25
1050,Scenario1,AFTER,4,4,18,8,1,4.5,1,15,2,30,4,Male,30,6,59,9,118,8,10,10,1253,27,2020-03-20T17:52:00Z,1
1050,Scenario2,AFTER,17,0,18,8,1,4.5,1,15,2,30,4,Male,30,6,59,9,118,8,10,10,1253,27,2020-03-20T17:52:00Z,4.25
1051,Scenario1,BEFORE,16,0,19,7,NA,4.75,1,15,2,30,4,Female,51,6,26,64,128,39,38,10,878,22,2020-03-20T17:52:00Z,4
1051,Scenario2,BEFORE,17,0,19,7,NA,4.75,1,15,2,30,4,Female,51,6,26,64,128,39,38,10,878,22,2020-03-20T17:52:00Z,4.25
1052,Scenario1,AFTER,8,0,20,6,2,5,1,15,2,30,4,Female,33,6,8,38,126,7,38,6,1237,17,2020-03-20T17:52:00Z,2
1052,Scenario2,AFTER,16,0,20,6,2,5,1,15,2,30,4,Female,33,6,8,38,126,7,38,6,1237,17,2020-03-20T17:52:00Z,4
1053,Scenario1,BEFORE,3,5,21,7,1,5.25,1,15,2,30,4,Male,70,6,16,9,165,9,8,11,882,25,2020-03-20T17:52:00Z,0.75
1053,Scenario2,BEFORE,3,5,21,7,1,5.25,1,15,2,30,4,Male,70,6,16,9,165,9,8,11,882,25,2020-03-20T17:52:00Z,0.75
1054,Scenario1,AFTER,3,2,22,5,NA,5.5,2,30,2,45,5.5,NA,NA,NA,13,13,374,8,17,NA,NA,669,2020-03-20T17:52:00Z,0.75
1054,Scenario2,AFTER,3,4,22,5,NA,5.5,2,30,2,45,5.5,NA,NA,NA,13,13,374,8,17,NA,NA,669,2020-03-20T17:52:00Z,0.75
1055,Scenario1,BEFORE,1,6,23,8,2,5.75,1,15,2,30,4,Male,25,6,9,9,162,7,9,9,1689,26,2020-03-20T17:52:00Z,0.25
1055,Scenario2,BEFORE,2,5,23,8,2,5.75,1,15,2,30,4,Male,25,6,9,9,162,7,9,9,1689,26,2020-03-20T17:52:00Z,0.5
1056,Scenario1,AFTER,9,0,24,8,1,6,1,15,2,30,4,Female,55,6,104,9,156,8,11,6,2446,26,2020-03-20T17:52:00Z,2.25
1056,Scenario2,AFTER,9,0,24,8,1,6,1,15,2,30,4,Female,55,6,104,9,156,8,11,6,2446,26,2020-03-20T17:52:00Z,2.25
1057,Scenario1,BEFORE,1,8,25,10,1,6.25,1,15,2,30,4,Male,26,6,8,9,125,9,11,10,2166,25,2020-03-20T17:52:00Z,0.25
1057,Scenario2,BEFORE,2,7,25,10,1,6.25,1,15,2,30,4,Male,26,6,8,9,125,9,11,10,2166,25,2020-03-20T17:52:00Z,0.5
1058,Scenario1,AFTER,16,0,26,3,1,6.5,1,15,2,30,4,Male,26,6,14,15,145,7,7,8,2767,30,2020-03-20T17:52:00Z,4
1058,Scenario2,AFTER,17,0,26,3,1,6.5,1,15,2,30,4,Male,26,6,14,15,145,7,7,8,2767,30,2020-03-20T17:52:00Z,4.25
1059,Scenario1,BEFORE,8,0,27,9,2,6.75,2,30,2,45,6.75,Male,45,8.75,41,128,197,12,26,14,1767,35,2020-03-20T17:52:00Z,2
1059,Scenario2,BEFORE,5,0,27,9,2,6.75,2,30,2,45,6.75,Male,45,8.75,41,128,197,12,26,14,1767,35,2020-03-20T17:52:00Z,1.25
1060,Scenario1,AFTER,8,0,28,10,2,7,2,30,2,45,7,NA,NA,NA,13,45,304,18,33,NA,NA,47,2020-03-20T17:52:00Z,2
1060,Scenario2,AFTER,4,0,28,10,2,7,2,30,2,45,7,NA,NA,NA,13,45,304,18,33,NA,NA,47,2020-03-20T17:52:00Z,1
1061,Scenario1,AFTER,16,0,30,10,1,7.5,1,15,2,30,4,Female,28,6,22,29,532,8,41,10,2172,26,2020-03-20T17:52:00Z,4
1061,Scenario2,AFTER,16,0,30,10,1,7.5,1,15,2,30,4,Female,28,6,22,29,532,8,41,10,2172,26,2020-03-20T17:52:00Z,4
1062,Scenario1,BEFORE,3,4,31,10,1,7.75,2,30,2,45,7.75,NA,NA,NA,18,12,957,15,1067,NA,NA,155,2020-03-20T17:52:00Z,0.75
1062,Scenario2,BEFORE,4,2,31,10,1,7.75,2,30,2,45,7.75,NA,NA,NA,18,12,957,15,1067,NA,NA,155,2020-03-20T17:52:00Z,1
1063,Scenario1,AFTER,1,5,32,7,1,8,2,30,2,45,8,Female,32,10,28,68,327,9,18,9,2522,18,2020-03-20T17:52:00Z,0.25
1063,Scenario2,AFTER,1,5,32,7,1,8,2,30,2,45,8,Female,32,10,28,68,327,9,18,9,2522,18,2020-03-20T17:52:00Z,0.25
1064,Scenario1,BEFORE,1,6,1,9,1,4.25,2,15,1,30,4.25,NA,NA,NA,24,284,322,21,58,NA,NA,31,2020-03-20T17:52:00Z,0.25
1064,Scenario2,BEFORE,3,7,1,9,1,4.25,2,15,1,30,4.25,NA,NA,NA,24,284,322,21,58,NA,NA,31,2020-03-20T17:52:00Z,0.75
1065,Scenario1,AFTER,4,0,2,5,NA,4.5,1,0,1,15,4,Male,27,6,3,22,67,11,22,6,344,17,2020-03-20T17:52:00Z,1
1065,Scenario2,AFTER,4,0,2,5,NA,4.5,1,0,1,15,4,Male,27,6,3,22,67,11,22,6,344,17,2020-03-20T17:52:00Z,1
1066,Scenario1,BEFORE,1,3,3,6,2,4.75,1,0,1,15,4,Female,30,6,65,38,371,40,99,20,797,109,2020-03-20T17:52:00Z,0.25
1066,Scenario2,BEFORE,1,3,3,6,2,4.75,1,0,1,15,4,Female,30,6,65,38,371,40,99,20,797,109,2020-03-20T17:52:00Z,0.25
1067,Scenario1,AFTER,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,35,NA,NA,NA,NA,NA,NA,2020-03-20T17:52:00Z,NA
1067,Scenario2,AFTER,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,35,NA,NA,NA,NA,NA,NA,2020-03-20T17:52:00Z,NA
1068,Scenario1,BEFORE,1,4,5,9,1,5.25,2,15,1,30,5.25,Male,30,7.25,25,27,205,9,5,9,1948,27,2020-03-20T17:52:00Z,0.25
1068,Scenario2,BEFORE,3,4,5,9,1,5.25,2,15,1,30,5.25,Male,30,7.25,25,27,205,9,5,9,1948,27,2020-03-20T17:52:00Z,0.75
1069,Scenario1,AFTER,2,5,6,7,1,5.5,1,0,1,15,4,Male,26,6,9,25,239,10,8,8,954,70,2020-03-20T17:52:00Z,0.5
1069,Scenario2,AFTER,2,6,6,7,1,5.5,1,0,1,15,4,Male,26,6,9,25,239,10,8,8,954,70,2020-03-20T17:52:00Z,0.5
1070,Scenario1,BEFORE,NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,23,NA,NA,NA,NA,NA,NA,2020-03-20T17:52:00Z,NA
1070,Scenario2,BEFORE,NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,23,NA,NA,NA,NA,NA,NA,2020-03-20T17:52:00Z,NA
1071,Scenario1,AFTER,2,0,8,10,2,6,2,15,1,30,6,Male,31,8,19,71,158,12,33,7,1469,38,2020-03-20T17:52:00Z,0.5
1071,Scenario2,AFTER,1,1,8,10,2,6,2,15,1,30,6,Male,31,8,19,71,158,12,33,7,1469,38,2020-03-20T17:52:00Z,0.25
1072,Scenario1,BEFORE,NA,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,34,NA,NA,NA,NA,NA,NA,2020-03-20T17:52:00Z,NA
1072,Scenario2,BEFORE,NA,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,34,NA,NA,NA,NA,NA,NA,2020-03-20T17:52:00Z,NA
1073,Scenario1,AFTER,17,0,10,8,1,6.5,1,0,1,15,4,Male,31,6,55,4,196,6,5,6,2181,14,2020-03-20T17:52:00Z,4.25
1073,Scenario2,AFTER,17,0,10,8,1,6.5,1,0,1,15,4,Male,31,6,55,4,196,6,5,6,2181,14,2020-03-20T17:52:00Z,4.25
1074,Scenario1,BEFORE,17,0,11,8,1,6.75,1,0,1,15,4,Male,32,6,909,10,116,4,4,6,2584,224,2020-03-20T17:52:00Z,4.25
1074,Scenario2,BEFORE,17,0,11,8,1,6.75,1,0,1,15,4,Male,32,6,909,10,116,4,4,6,2584,224,2020-03-20T17:52:00Z,4.25
1075,Scenario1,AFTER,2,2,12,4,1,7,1,0,1,15,4,Male,32,6,21,132,143,7,8,8,4483,104,2020-03-20T17:52:00Z,0.5
1075,Scenario2,AFTER,3,2,12,4,1,7,1,0,1,15,4,Male,32,6,21,132,143,7,8,8,4483,104,2020-03-20T17:52:00Z,0.75
1076,Scenario1,BEFORE,16,0,13,10,1,7.25,1,0,1,15,4,Male,27,6,7,30,4882,5,12,3,639,22,2020-03-20T17:52:00Z,4
1076,Scenario2,BEFORE,16,0,13,10,1,7.25,1,0,1,15,4,Male,27,6,7,30,4882,5,12,3,639,22,2020-03-20T17:52:00Z,4
1077,Scenario1,AFTER,12,0,14,10,NA,7.5,2,15,1,30,7.5,Male,45,9.5,36,34,137,11,30,6,1387,19,2020-03-20T17:52:00Z,3
1077,Scenario2,AFTER,12,0,14,10,NA,7.5,2,15,1,30,7.5,Male,45,9.5,36,34,137,11,30,6,1387,19,2020-03-20T17:52:00Z,3
1078,Scenario1,BEFORE,7,0,15,7,2,7.75,2,15,1,30,7.75,Male,37,9.75,8,24,201,11,14,9,1206,138,2020-03-20T17:52:00Z,1.75
1078,Scenario2,BEFORE,8,0,15,7,2,7.75,2,15,1,30,7.75,Male,37,9.75,8,24,201,11,14,9,1206,138,2020-03-20T17:52:00Z,2
1079,Scenario1,AFTER,4,0,16,4,2,8,2,15,1,30,8,Male,61,10,26,185,283,17,50,11,1601,32,2020-03-20T17:52:00Z,1
1079,Scenario2,AFTER,10,0,16,4,2,8,2,15,1,30,8,Male,61,10,26,185,283,17,50,11,1601,32,2020-03-20T17:52:00Z,2.5
1080,Scenario1,BEFORE,4,4,17,8,1,4.25,1,15,2,30,4,NA,NA,NA,15,25,227,21,17,NA,NA,810,2020-03-20T17:52:00Z,1
1080,Scenario2,BEFORE,2,5,17,8,1,4.25,1,15,2,30,4,NA,NA,NA,15,25,227,21,17,NA,NA,810,2020-03-20T17:52:00Z,0.5
1081,Scenario1,AFTER,16,0,18,8,1,4.5,1,15,2,30,4,Male,28,6,78,9,336,35,5,9,4244,18,2020-03-20T17:52:00Z,4
1081,Scenario2,AFTER,17,0,18,8,1,4.5,1,15,2,30,4,Male,28,6,78,9,336,35,5,9,4244,18,2020-03-20T17:52:00Z,4.25
1082,Scenario1,BEFORE,1,5,19,8,1,4.75,1,15,2,30,4,NA,NA,NA,16,54,159,12,22,NA,NA,30,2020-03-20T17:52:00Z,0.25
1082,Scenario2,BEFORE,5,4,19,8,1,4.75,1,15,2,30,4,NA,NA,NA,16,54,159,12,22,NA,NA,30,2020-03-20T17:52:00Z,1.25
1083,Scenario1,AFTER,17,0,20,8,NA,5,1,15,2,30,4,Male,69,6,29,54,232,27,53,15,1557,29,2020-03-20T17:52:00Z,4.25
1083,Scenario2,AFTER,17,0,20,8,NA,5,1,15,2,30,4,Male,69,6,29,54,232,27,53,15,1557,29,2020-03-20T17:52:00Z,4.25
1084,Scenario1,BEFORE,6,0,21,10,1,5.25,1,15,2,30,4,Female,36,6,33,54,120,8,40,5,1144,18,2020-03-20T17:52:00Z,1.5
1084,Scenario2,BEFORE,17,0,21,10,1,5.25,1,15,2,30,4,Female,36,6,33,54,120,8,40,5,1144,18,2020-03-20T17:52:00Z,4.25
1085,Scenario1,AFTER,8,0,22,7,1,5.5,1,15,2,30,4,Male,29,6,21,28,116,12,23,4,913,28,2020-03-20T17:52:00Z,2
1085,Scenario2,AFTER,11,0,22,7,1,5.5,1,15,2,30,4,Male,29,6,21,28,116,12,23,4,913,28,2020-03-20T17:52:00Z,2.75
1086,Scenario1,BEFORE,17,0,23,6,1,5.75,1,15,2,30,4,NA,NA,NA,16,20,151,10,286,NA,NA,29,2020-03-20T17:52:00Z,4.25
1086,Scenario2,BEFORE,17,0,23,6,1,5.75,1,15,2,30,4,NA,NA,NA,16,20,151,10,286,NA,NA,29,2020-03-20T17:52:00Z,4.25
1087,Scenario1,AFTER,5,0,24,8,2,6,1,15,2,30,4,Male,30,6,24,39,227,7,17,8,1239,10,2020-03-20T17:52:00Z,1.25
1087,Scenario2,AFTER,17,0,24,8,2,6,1,15,2,30,4,Male,30,6,24,39,227,7,17,8,1239,10,2020-03-20T17:52:00Z,4.25
1088,Scenario1,BEFORE,1,5,25,9,1,6.25,1,15,2,30,4,Male,32,6,6,10,188,4,14,8,1487,19,2020-03-20T17:52:00Z,0.25
1088,Scenario2,BEFORE,2,5,25,9,1,6.25,1,15,2,30,4,Male,32,6,6,10,188,4,14,8,1487,19,2020-03-20T17:52:00Z,0.5
1089,Scenario1,AFTER,7,0,26,6,2,6.5,1,15,2,30,4,Female,26,6,16,41,151,7,14,4,1000,14,2020-03-20T17:52:00Z,1.75
1089,Scenario2,AFTER,12,0,26,6,2,6.5,1,15,2,30,4,Female,26,6,16,41,151,7,14,4,1000,14,2020-03-20T17:52:00Z,3
1090,Scenario1,BEFORE,1,7,27,9,1,6.75,1,15,2,30,4,Male,47,6,7,6,249,6,4,7,3931,13,2020-03-20T17:52:00Z,0.25
1090,Scenario2,BEFORE,2,7,27,9,1,6.75,1,15,2,30,4,Male,47,6,7,6,249,6,4,7,3931,13,2020-03-20T17:52:00Z,0.5
1091,Scenario1,AFTER,4,0,28,10,1,7,2,30,2,45,7,NA,NA,NA,43,33,141,9,30,NA,NA,24,2020-03-20T17:52:00Z,1
1091,Scenario2,AFTER,10,0,28,10,1,7,2,30,2,45,7,NA,NA,NA,43,33,141,9,30,NA,NA,24,2020-03-20T17:52:00Z,2.5
1092,Scenario1,BEFORE,17,0,29,10,1,7.25,1,15,2,30,4,NA,NA,NA,32,5,347,10,26,NA,NA,31,2020-03-20T17:52:00Z,4.25
1092,Scenario2,BEFORE,17,0,29,10,1,7.25,1,15,2,30,4,NA,NA,NA,32,5,347,10,26,NA,NA,31,2020-03-20T17:52:00Z,4.25
1093,Scenario1,AFTER,NA,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,14,NA,NA,NA,NA,NA,NA,2020-03-20T17:52:00Z,NA
1093,Scenario2,AFTER,NA,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,14,NA,NA,NA,NA,NA,NA,2020-03-20T17:52:00Z,NA
1094,Scenario1,BEFORE,6,0,31,8,2,7.75,2,30,2,45,7.75,Male,41,9.75,31,6,141,9,9,7,1532,979,2020-03-20T17:52:00Z,1.5
1094,Scenario2,BEFORE,5,0,31,8,2,7.75,2,30,2,45,7.75,Male,41,9.75,31,6,141,9,9,7,1532,979,2020-03-20T17:52:00Z,1.25
1095,Scenario1,AFTER,1,7,32,6,1,8,2,30,2,45,8,Male,27,10,10,68,211,32,13,11,2231,27,2020-03-20T17:52:00Z,0.25
1095,Scenario2,AFTER,2,6,32,6,1,8,2,30,2,45,8,Male,27,10,10,68,211,32,13,11,2231,27,2020-03-20T17:52:00Z,0.5
1096,Scenario1,BEFORE,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,29,NA,NA,NA,NA,NA,NA,2020-03-20T17:52:00Z,NA
1096,Scenario2,BEFORE,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,29,NA,NA,NA,NA,NA,NA,2020-03-20T17:52:00Z,NA
1097,Scenario1,AFTER,13,0,2,10,1,4.5,1,0,1,15,4,Male,36,6,13,10,73,7,32,5,354,14,2020-03-20T17:52:00Z,3.25
1097,Scenario2,AFTER,17,0,2,10,1,4.5,1,0,1,15,4,Male,36,6,13,10,73,7,32,5,354,14,2020-03-20T17:52:00Z,4.25
1098,Scenario1,BEFORE,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2020-03-20T17:52:00Z,NA
1098,Scenario2,BEFORE,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,NA,NA,NA,NA,NA,NA,2020-03-20T17:52:00Z,NA
1099,Scenario1,AFTER,10,0,4,6,1,5,1,0,1,15,4,Male,54,6,90,56,107,13,53,8,695,18,2020-03-20T17:52:00Z,2.5
1099,Scenario2,AFTER,12,0,4,6,1,5,1,0,1,15,4,Male,54,6,90,56,107,13,53,8,695,18,2020-03-20T17:52:00Z,3
1100,Scenario1,BEFORE,12,0,5,8,NA,5.25,1,0,1,15,4,Male,28,6,9,25,164,13,17,4,498,32,2020-03-20T17:52:00Z,3
1100,Scenario2,BEFORE,17,0,5,8,NA,5.25,1,0,1,15,4,Male,28,6,9,25,164,13,17,4,498,32,2020-03-20T17:52:00Z,4.25
1101,Scenario1,AFTER,16,0,6,10,1,5.5,1,0,1,15,4,Female,24,6,3014,28,123,9,14,7,778,34,2020-03-20T17:52:00Z,4
1101,Scenario2,AFTER,16,0,6,10,1,5.5,1,0,1,15,4,Female,24,6,3014,28,123,9,14,7,778,34,2020-03-20T17:52:00Z,4
1102,Scenario1,BEFORE,2,7,7,7,1,5.75,1,0,1,15,4,Male,25,6,17,12,127,7,36,9,1032,91,2020-03-20T17:52:00Z,0.5
1102,Scenario2,BEFORE,2,7,7,7,1,5.75,1,0,1,15,4,Male,25,6,17,12,127,7,36,9,1032,91,2020-03-20T17:52:00Z,0.5
1103,Scenario1,AFTER,17,0,8,10,1,6,1,0,1,15,4,Female,25,6,8,3,81,4,11,12,378,22,2020-03-20T17:52:00Z,4.25
1103,Scenario2,AFTER,17,0,8,10,1,6,1,0,1,15,4,Female,25,6,8,3,81,4,11,12,378,22,2020-03-20T17:52:00Z,4.25
1104,Scenario1,BEFORE,6,0,9,5,1,6.25,2,15,1,30,6.25,Male,25,8.25,7,47,98,7,21,4,795,15,2020-03-20T17:52:00Z,1.5
1104,Scenario2,BEFORE,7,0,9,5,1,6.25,2,15,1,30,6.25,Male,25,8.25,7,47,98,7,21,4,795,15,2020-03-20T17:52:00Z,1.75
1105,Scenario1,AFTER,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,2020-03-20T17:52:00Z,NA
1105,Scenario2,AFTER,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,2020-03-20T17:52:00Z,NA
1106,Scenario1,BEFORE,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-20T17:52:00Z,NA
1106,Scenario2,BEFORE,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-20T17:52:00Z,NA
1107,Scenario1,BEFORE,6,0,13,4,NA,7.25,2,15,1,30,7.25,Female,45,9.25,17,31,112,12,36,6,1141,43,2020-03-20T17:52:00Z,1.5
1107,Scenario2,BEFORE,12,0,13,4,NA,7.25,2,15,1,30,7.25,Female,45,9.25,17,31,112,12,36,6,1141,43,2020-03-20T17:52:00Z,3
1108,Scenario1,AFTER,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,13,NA,NA,NA,NA,NA,NA,2020-03-20T17:52:00Z,NA
1108,Scenario2,AFTER,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,13,NA,NA,NA,NA,NA,NA,2020-03-20T17:52:00Z,NA
1109,Scenario1,BEFORE,8,0,15,9,2,7.75,2,15,1,30,7.75,Male,39,9.75,8,53,142,11,39,6,1275,16,2020-03-20T17:52:00Z,2
1109,Scenario2,BEFORE,10,0,15,9,2,7.75,2,15,1,30,7.75,Male,39,9.75,8,53,142,11,39,6,1275,16,2020-03-20T17:52:00Z,2.5
1110,Scenario1,AFTER,11,0,16,8,1,8,2,15,1,30,8,Female,39,10,22,45,158,15,39,9,1615,65,2020-03-20T17:52:00Z,2.75
1110,Scenario2,AFTER,15,0,16,8,1,8,2,15,1,30,8,Female,39,10,22,45,158,15,39,9,1615,65,2020-03-20T17:52:00Z,3.75
1111,Scenario1,BEFORE,1,5,17,9,1,4.25,2,30,2,45,4.25,Male,30,6.25,11,39,205,10,19,12,3135,36,2020-03-20T17:52:00Z,0.25
1111,Scenario2,BEFORE,1,5,17,9,1,4.25,2,30,2,45,4.25,Male,30,6.25,11,39,205,10,19,12,3135,36,2020-03-20T17:52:00Z,0.25
1112,Scenario1,AFTER,1,0,18,4,1,4.5,2,30,2,45,4.5,Male,33,6.5,42,19,223,10,19,18,2972,18,2020-03-20T17:52:00Z,0.25
1112,Scenario2,AFTER,1,0,18,4,1,4.5,2,30,2,45,4.5,Male,33,6.5,42,19,223,10,19,18,2972,18,2020-03-20T17:52:00Z,0.25
1113,Scenario1,BEFORE,12,0,19,4,1,4.75,1,15,2,30,4,Male,31,6,421,4,306,14,9,10,3491,24,2020-03-20T17:52:00Z,3
1113,Scenario2,BEFORE,7,1,19,4,1,4.75,1,15,2,30,4,Male,31,6,421,4,306,14,9,10,3491,24,2020-03-20T17:52:00Z,1.75
1114,Scenario1,AFTER,8,0,20,1,NA,5,1,15,2,30,4,Female,48,6,25,60,166,19,70,9,978,39,2020-03-20T17:52:00Z,2
1114,Scenario2,AFTER,17,0,20,1,NA,5,1,15,2,30,4,Female,48,6,25,60,166,19,70,9,978,39,2020-03-20T17:52:00Z,4.25
1115,Scenario1,BEFORE,1,3,21,8,2,5.25,2,30,2,45,5.25,Female,25,7.25,10,122,335,63,79,11,2474,31,2020-03-20T17:52:00Z,0.25
1115,Scenario2,BEFORE,2,5,21,8,2,5.25,2,30,2,45,5.25,Female,25,7.25,10,122,335,63,79,11,2474,31,2020-03-20T17:52:00Z,0.5
1116,Scenario1,AFTER,12,0,22,7,1,5.5,1,15,2,30,4,Male,30,6,9,119,200,6,12,14,2024,25,2020-03-20T17:52:00Z,3
1116,Scenario2,AFTER,12,0,22,7,1,5.5,1,15,2,30,4,Male,30,6,9,119,200,6,12,14,2024,25,2020-03-20T17:52:00Z,3
1117,Scenario1,BEFORE,4,0,23,6,2,5.75,2,30,2,45,5.75,Male,30,7.75,7,307,119,5,8,11,1504,37,2020-03-20T17:52:00Z,1
1117,Scenario2,BEFORE,1,0,23,6,2,5.75,2,30,2,45,5.75,Male,30,7.75,7,307,119,5,8,11,1504,37,2020-03-20T17:52:00Z,0.25
1118,Scenario1,AFTER,6,0,24,6,2,6,2,30,2,45,6,Male,33,8,22,53,122,8,25,10,1788,18,2020-03-20T17:52:00Z,1.5
1118,Scenario2,AFTER,8,0,24,6,2,6,2,30,2,45,6,Male,33,8,22,53,122,8,25,10,1788,18,2020-03-20T17:52:00Z,2
1119,Scenario1,BEFORE,7,0,25,7,2,6.25,2,30,2,45,6.25,Male,30,8.25,18,13,147,11,14,19,1776,28,2020-03-20T17:52:00Z,1.75
1119,Scenario2,BEFORE,1,0,25,7,2,6.25,2,30,2,45,6.25,Male,30,8.25,18,13,147,11,14,19,1776,28,2020-03-20T17:52:00Z,0.25
1120,Scenario1,AFTER,8,0,26,9,1,6.5,2,30,2,45,6.5,Male,33,8.5,5,4,161,5,10,15,1527,26,2020-03-20T17:52:00Z,2
